ro;percent;DaysSaved;tp
7;15;40.893841712611;TP = 75%
8;15;45.5924091826731;TP = 75%
9;15;49.2888253491406;TP = 75%
10;15;52.2683422650042;TP = 75%
11;15;54.712400821163;TP = 75%
12;15;56.7367158140849;TP = 75%
13;15;58.4056550240553;TP = 75%
14;15;59.7189152400288;TP = 75%
15;15;60.5314423652456;TP = 75%
16;15;60.3304852377512;TP = 75%
17;15;58.18876613359;TP = 75%
18;15;54.0154805412433;TP = 75%
19;15;49.012872549758;TP = 75%
20;15;44.032830966506;TP = 75%
1;16;-19.0900970408261;TP = 75%
2;16;-18.17067932611;TP = 75%
3;16;-5.62261129474552;TP = 75%
4;16;12.8494385402433;TP = 75%
5;16;25.098575786951;TP = 75%
6;16;33.5493108047452;TP = 75%
7;16;39.7200409368729;TP = 75%
8;16;44.4230052090724;TP = 75%
9;16;48.1258930174256;TP = 75%
10;16;51.1153809945405;TP = 75%
11;16;53.5757625463356;TP = 75%
12;16;55.6291131446554;TP = 75%
13;16;57.3560069714873;TP = 75%
14;16;58.8036740498387;TP = 75%
15;16;59.9792795909651;TP = 75%
16;16;60.8087513797068;TP = 75%
17;16;61.0084873174494;TP = 75%
18;16;59.9015088619785;TP = 75%
19;16;56.8684409601416;TP = 75%
20;16;52.4633752365171;TP = 75%
1;17;-20.2719984552985;TP = 75%
2;17;-19.3519441204674;TP = 75%
3;17;-6.80307578006811;TP = 75%
4;17;11.6699906575841;TP = 75%
5;17;23.9204352224764;TP = 75%
6;17;32.3728760722842;TP = 75%
7;17;38.5458710199513;TP = 75%
8;17;43.2519057551706;TP = 75%
9;17;46.9590635913511;TP = 75%
10;17;49.9546800235196;TP = 75%
11;17;52.4242153091905;TP = 75%
12;17;54.4919660579633;TP = 75%
13;17;56.2431423044494;TP = 75%
14;17;57.7358249083652;TP = 75%
15;17;59.0060420269327;TP = 75%
16;17;60.0649377468906;TP = 75%
17;17;60.8790427394746;TP = 75%
18;17;61.305779310919;TP = 75%
19;17;60.9489337931363;TP = 75%
20;17;59.1408961600124;TP = 75%
1;18;-21.4520332381298;TP = 75%
2;18;-20.5314316671935;TP = 75%
3;18;-7.98188945628928;TP = 75%
4;18;10.4920138207808;TP = 75%
5;18;22.7435078668225;TP = 75%
6;18;31.1972800440767;TP = 75%
7;18;37.3719866857738;TP = 75%
8;18;42.0802572665276;TP = 75%
9;18;45.79039110832;TP = 75%
10;18;48.7900594839677;TP = 75%
11;18;51.2652663799493;TP = 75%
12;18;53.3412338494868;TP = 75%
13;18;55.1048476425101;TP = 75%
14;18;56.6174688156167;TP = 75%
15;18;57.9222013908503;TP = 75%
16;18;59.0472796568506;TP = 75%
17;18;60.0052460804987;TP = 75%
18;18;60.7840890784774;TP = 75%
19;18;61.3177370336806;TP = 75%
20;18;61.4077558366505;TP = 75%
1;19;-22.6301957000655;TP = 75%
2;19;-21.7091202183839;TP = 75%
3;19;-9.15900491269063;TP = 75%
4;19;9.31559620679306;TP = 75%
5;19;21.5679467751638;TP = 75%
6;19;30.0227798927066;TP = 75%
7;19;36.1988146193696;TP = 75%
8;19;40.9087681587947;TP = 75%
9;19;44.6210653120391;TP = 75%
10;19;47.6235615318879;TP = 75%
11;19;50.102539445355;TP = 75%
12;19;52.1836580129573;TP = 75%
13;19;53.9545181790477;TP = 75%
14;19;55.4777150206355;TP = 75%
15;19;56.7986255664722;TP = 75%
16;19;57.9500247787792;TP = 75%
17;19;58.9544505149478;TP = 75%
18;19;59.8242933659346;TP = 75%
19;19;60.5580884009856;TP = 75%
20;19;61.1278475363902;TP = 75%
1;20;-23.8064820823462;TP = 75%
2;20;-22.8849934558019;TP = 75%
3;20;-10.3343864637025;TP = 75%
4;20;8.14080316462247;TP = 75%
5;20;20.3938627163321;TP = 75%
6;20;28.8495562812203;TP = 75%
7;20;35.0266440958418;TP = 75%
8;20;39.7378989417442;TP = 75%
9;20;43.4518219741253;TP = 75%
10;20;46.4563756694548;TP = 75%
11;20;48.9379961549714;TP = 75%
12;20;51.0225684826545;TP = 75%
13;20;52.7980371332088;TP = 75%
14;20;54.3275388042596;TP = 75%
15;20;55.6573432871559;TP = 75%
16;20;56.8217793542724;TP = 75%
17;20;57.8462765647297;TP = 75%
18;20;58.7490626224242;TP = 75%
19;20;59.5415962617432;TP = 75%
20;20;60.2271760142785;TP = 75%
1;21;-24.980890132163;TP = 75%
2;21;-24.0590391787903;TP = 75%
3;21;-11.5080070499957;TP = 75%
4;21;6.96768378874828;TP = 75%
5;21;19.2213374055421;TP = 75%
6;21;27.677739343427;TP = 75%
7;21;33.8556775823764;TP = 75%
8;21;38.5679612410348;TP = 75%
9;21;42.283139745628;TP = 75%
10;21;45.2892407209212;TP = 75%
11;21;47.7727898046314;TP = 75%
12;21;49.8597975510661;TP = 75%
13;21;51.6383885440836;TP = 75%
14;21;53.1719649866255;TP = 75%
15;21;54.5072006037333;TP = 75%
16;21;55.6790621293669;TP = 75%
17;21;56.7140331237467;TP = 75%
18;21;57.6321807817244;TP = 75%
19;21;58.4483954429497;TP = 75%
20;21;59.1729007722856;TP = 75%
1;22;-26.1534187834842;TP = 75%
2;22;-25.2312483519067;TP = 75%
3;22;-12.6798460685951;TP = 75%
4;22;5.79627535056238;TP = 75%
5;22;18.0504320677243;TP = 75%
6;22;26.5074247593317;TP = 75%
7;22;32.6860605226931;TP = 75%
8;22;37.3991728793938;TP = 75%
9;22;41.115342764943;TP = 75%
10;22;44.1226390088002;TP = 75%
11;22;46.6076418981805;TP = 75%
12;22;48.6964356228956;TP = 75%
13;22;50.4772457663703;TP = 75%
14;22;52.0136158927394;TP = 75%
15;22;53.3524222139895;TP = 75%
16;22;54.5289293853342;TP = 75%
17;22;55.5700732716762;TP = 75%
18;22;56.4966337835859;TP = 75%
19;22;57.3246755872008;TP = 75%
20;22;58.0664644480617;TP = 75%
1;23;-27.3240679141313;TP = 75%
2;23;-26.4016144025787;TP = 75%
3;23;-13.8498878230006;TP = 75%
4;23;4.62660635960498;TP = 75%
5;23;16.8811931463034;TP = 75%
6;23;25.3386840672725;TP = 75%
7;23;31.5178996536419;TP = 75%
8;23;36.2316901980373;TP = 75%
9;23;39.9486577709516;TP = 75%
10;23;42.9568981119455;TP = 75%
11;23;45.4430261618549;TP = 75%
12;23;47.5331712982799;TP = 75%
13;23;49.3156188547813;TP = 75%
14;23;50.853992640106;TP = 75%
15;23;52.1952785395872;TP = 75%
16;23;53.3748941113489;TP = 75%
17;23;54.4199932941969;TP = 75%
18;23;55.3516753000366;TP = 75%
19;23;56.1864868857011;TP = 75%
20;23;56.937448587084;TP = 75%
1;24;-28.4928381588063;TP = 75%
2;24;-27.5701326956621;TP = 75%
3;24;-15.0181203963767;TP = 75%
4;24;3.45869872421932;TP = 75%
5;24;15.7136562086255;TP = 75%
6;24;24.1715714868551;TP = 75%
7;24;30.3512746940085;TP = 75%
8;24;35.0656278825423;TP = 75%
9;24;38.7832476349405;TP = 75%
10;24;41.7922477508501;TP = 75%
11;24;44.2792658546027;TP = 75%
12;24;46.3704601027151;TP = 75%
13;24;48.1541527474215;TP = 75%
14;24;49.6940155404895;TP = 75%
15;24;51.0370974768703;TP = 75%
16;24;52.2189004563235;TP = 75%
17;24;53.2666930687583;TP = 75%
18;24;54.2017334100547;TP = 75%
19;24;55.0407933147135;TP = 75%
20;24;55.797220351856;TP = 75%
1;25;-29.6597307636932;TP = 75%
2;25;-28.736800135204;TP = 75%
3;25;-16.1845348192077;TP = 75%
4;25;2.29256930594192;TP = 75%
5;25;14.5478486790011;TP = 75%
6;25;23.0061285560756;TP = 75%
7;25;29.1862460438314;TP = 75%
8;25;33.9010715874088;TP = 75%
9;25;37.6192319384813;TP = 75%
10;25;40.6288533048544;TP = 75%
11;25;43.1165885658189;TP = 75%
12;25;45.2086147872176;TP = 75%
13;25;46.993277870553;TP = 75%
14;25;48.5342794348437;TP = 75%
15;25;49.8787066009467;TP = 75%
16;25;51.0621105141978;TP = 75%
17;25;52.111824209341;TP = 75%
18;25;53.0491913538153;TP = 75%
19;25;53.8910992752155;TP = 75%
20;25;54.6510543175649;TP = 75%
1;26;-30.8247474723177;TP = 75%
2;26;-29.9016148590258;TP = 75%
3;26;-17.349124445594;TP = 75%
4;26;1.1282310569684;TP = 75%
5;26;13.3837917900938;TP = 75%
6;26;21.8423873578267;TP = 75%
7;26;28.0228599969193;TP = 75%
8;26;32.7380862363518;TP = 75%
9;26;36.4567000821013;TP = 75%
10;26;39.4668364425332;TP = 75%
11;26;41.9551586976762;TP = 75%
12;26;44.0478566725446;TP = 75%
13;26;45.8332918853311;TP = 75%
14;26;47.3751852206404;TP = 75%
15;26;48.7206477710481;TP = 75%
16;26;49.9052607895582;TP = 75%
17;26;50.9563955142728;TP = 75%
18;26;51.895444637409;TP = 75%
19;26;52.7393591855954;TP = 75%
20;26;53.501729420358;TP = 75%
1;27;-31.987890435157;TP = 75%
2;27;-31.0645760019431;TP = 75%
3;27;-18.5118844797834;TP = 75%
4;27;-0.0343061346229305;TP = 75%
5;27;12.2215020013586;TP = 75%
6;27;20.6803728119869;TP = 75%
7;27;26.8611523554723;TP = 75%
8;27;31.5767216327126;TP = 75%
9;27;35.2957199069248;TP = 75%
10;27;38.3062882973401;TP = 75%
11;27;40.7950975599803;TP = 75%
12;27;42.8883463287621;TP = 75%
13;27;44.6744067054411;TP = 75%
14;27;46.2170123727499;TP = 75%
15;27;47.5632900074384;TP = 75%
16;27;48.7488399825529;TP = 75%
17;27;49.801057186539;TP = 75%
18;27;50.7413638265611;TP = 75%
19;27;51.5867481219938;TP = 75%
20;27;52.3508477033121;TP = 75%
1;28;-33.1491621374797;TP = 75%
2;28;-32.2256835103704;TP = 75%
3;28;-19.672811612473;TP = 75%
4;28;-1.19503480804858;TP = 75%
5;28;11.0609920467653;TP = 75%
6;28;19.5201043340507;TP = 75%
7;28;25.7011509902593;TP = 75%
8;28;30.4170163446011;TP = 75%
9;28;34.1363435241556;TP = 75%
10;28;37.1472781523986;TP = 75%
11;28;39.6364962593095;TP = 75%
12;28;41.7302026830325;TP = 75%
13;28;43.516776860479;TP = 75%
14;28;45.0599611930301;TP = 75%
15;28;46.4068927799005;TP = 75%
16;28;47.5931845299958;TP = 75%
17;28;48.6462465093136;TP = 75%
18;28;49.5875194321252;TP = 75%
19;28;50.43401425922;TP = 75%
20;28;51.1993967999712;TP = 75%
1;29;-34.3085653413025;TP = 75%
2;29;-33.384937995824;TP = 75%
3;29;-20.8319037383971;TP = 75%
4;29;-2.3539494439425;TP = 75%
5;29;9.90227171997204;TP = 75%
6;29;18.3615970553824;TP = 75%
7;29;24.5428776883831;TP = 75%
8;29;29.2590004533457;TP = 75%
9;29;32.9786113531058;TP = 75%
10;29;35.9898593239996;TP = 75%
11;29;38.4794242266883;TP = 75%
12;29;40.5735153463034;TP = 75%
13;29;42.3605173038857;TP = 75%
14;29;43.9041785712384;TP = 75%
15;29;45.2516433895569;TP = 75%
16;29;46.4385331129717;TP = 75%
17;29;47.4922678477662;TP = 75%
18;29;48.4343003139541;TP = 75%
19;29;49.2816559175314;TP = 75%
20;29;50.0480179645272;TP = 75%
1;30;-35.4661030383766;TP = 75%
2;30;-34.5423406181822;TP = 75%
3;30;-21.9891597348463;TP = 75%
4;30;-3.51104608937028;TP = 75%
5;30;8.74534847051138;TP = 75%
6;30;17.2048627344228;TP = 75%
7;30;23.386349509511;TP = 75%
8;30;28.1026975350356;TP = 75%
9;30;31.8225549785794;TP = 75%
10;30;34.8340732439844;TP = 75%
11;30;37.3239350134854;TP = 75%
12;30;39.4183528095004;TP = 75%
13;30;41.2057149804874;TP = 75%
14;30;42.7497743060863;TP = 75%
15;30;44.0976800258791;TP = 75%
16;30;45.2850593180175;TP = 75%
17;30;46.3393391051345;TP = 75%
18;30;47.281980122919;TP = 75%
19;30;48.1300172511569;TP = 75%
20;30;48.8971450536558;TP = 75%
1;31;-36.621778411858;TP = 75%
2;31;-35.6978929919279;TP = 75%
3;31;-23.1445792863781;TP = 75%
4;31;-4.66632206537092;TP = 75%
5;31;7.59022786191453;TP = 75%
6;31;16.0499104463595;TP = 75%
7;31;22.2315797965172;TP = 75%
8;31;26.9481261135809;TP = 75%
9;31;30.6681992114784;TP = 75%
10;31;33.6799523528968;TP = 75%
11;31;36.1700703245743;TP = 75%
12;31;38.2647680383855;TP = 75%
13;31;40.0524365639517;TP = 75%
14;31;41.5968317896538;TP = 75%
15;31;42.9451065184554;TP = 75%
16;31;44.1328920274117;TP = 75%
17;31;45.1876199716155;TP = 75%
18;31;46.130756572225;TP = 75%
19;31;46.9793430938751;TP = 75%
20;31;47.7470815650142;TP = 75%
1;32;-37.7755948048678;TP = 75%
2;32;-36.8515971102988;TP = 75%
3;32;-24.2981627449094;TP = 75%
4;32;-5.81977573665161;TP = 75%
5;32;6.43691392761076;TP = 75%
6;32;14.8967471115582;TP = 75%
7;32;21.0785789389901;TP = 75%
8;32;25.7953007426217;TP = 75%
9;32;29.5155636002114;TP = 75%
10;32;32.5275221892307;TP = 75%
11;32;35.0178628839067;TP = 75%
12;32;37.1128023817677;TP = 75%
13;32;38.9007337661596;TP = 75%
14;32;40.445415202514;TP = 75%
15;32;41.7940020758933;TP = 75%
16;32;42.9821286000724;TP = 75%
17;32;44.0372297806336;TP = 75%
18;32;44.9807756738851;TP = 75%
19;32;45.8298119496281;TP = 75%
20;32;46.5980457147811;TP = 75%
1;33;-38.9275556945549;TP = 75%
2;33;-38.0034552835098;TP = 75%
3;33;-25.4499110171722;TP = 75%
4;33;-6.97140632860608;TP = 75%
5;33;5.28540945019493;TP = 75%
6;33;13.745377905014;TP = 75%
7;33;19.9273549572666;TP = 75%
8;33;24.6442328222812;TP = 75%
9;33;28.3646635563122;TP = 75%
10;33;31.3768029237408;TP = 75%
11;33;33.8673385085824;TP = 75%
12;33;35.9624883577742;TP = 75%
13;33;37.7506470631324;TP = 75%
14;33;39.2955744802614;TP = 75%
15;33;40.6444278925565;TP = 75%
16;33;41.8328436513076;TP = 75%
17;33;42.8882591752982;TP = 75%
18;33;43.8321472528404;TP = 75%
19;33;44.6815566556708;TP = 75%
20;33;45.450198023452;TP = 75%
1;34;-40.0776646705842;TP = 75%
2;34;-39.1534700881168;TP = 75%
3;34;-26.5998254735213;TP = 75%
4;34;-8.12121378073075;TP = 75%
5;34;4.13571618259594;TP = 75%
6;34;12.5958065768856;TP = 75%
7;34;18.7779139542896;TP = 75%
8;34;23.4949312235305;TP = 75%
9;34;27.2155112043852;TP = 75%
10;34;30.2278105034044;TP = 75%
11;34;32.7185176351584;TP = 75%
12;34;34.813851676685;TP = 75%
13;34;36.6022083622697;TP = 75%
14;34;38.1473488171281;TP = 75%
15;34;39.4964317384764;TP = 75%
16;34;40.6850950554132;TP = 75%
17;34;41.7407779515048;TP = 75%
18;34;42.6849551936235;TP = 75%
19;34;43.5346777771987;TP = 75%
20;34;44.3036588475301;TP = 75%
1;35;-41.2259254172052;TP = 75%
2;35;-40.3016443252662;TP = 75%
3;35;-27.7479078735407;TP = 75%
4;35;-9.26919862829936;TP = 75%
5;35;2.9878350247315;TP = 75%
6;35;11.448035705805;TP = 75%
7;35;17.6302604688644;TP = 75%
8;35;22.3474027709766;TP = 75%
9;35;26.0681160319914;TP = 75%
10;35;29.0805575161131;TP = 75%
11;35;31.5714164597788;TP = 75%
12;35;33.6669127336368;TP = 75%
13;35;35.4554429458984;TP = 75%
14;35;37.0007691857993;TP = 75%
15;35;38.3500512158539;TP = 75%
16;35;39.538928144557;TP = 75%
17;35;40.5948404637088;TP = 75%
18;35;41.5392643942404;TP = 75%
19;35;42.3892525511036;TP = 75%
20;35;43.1585198873502;TP = 75%
1;36;-42.3723416982338;TP = 75%
2;36;-41.4479809860816;TP = 75%
3;36;-28.8941603049698;TP = 75%
4;36;-10.4153619061679;TP = 75%
5;36;1.84176616572692;TP = 75%
6;36;10.302066900814;TP = 75%
7;36;16.4843977544901;TP = 75%
8;36;21.2016526201138;TP = 75%
9;36;24.9224853922825;TP = 75%
10;36;27.9350538524655;TP = 75%
11;36;30.4260478014447;TP = 75%
12;36;32.5216877264342;TP = 75%
13;36;34.310370910231;TP = 75%
14;36;35.8558601812351;TP = 75%
15;36;37.2053161131341;TP = 75%
16;36;38.3943787060442;TP = 75%
17;36;39.4504894334393;TP = 75%
18;36;40.3951255989337;TP = 75%
19;36;41.2453410137024;TP = 75%
20;36;42.0148519549276;TP = 75%
1;37;-43.5169173444172;TP = 75%
2;37;-42.5924832228154;TP = 75%
3;37;-30.0385851332673;TP = 75%
4;37;-11.5597050700512;TP = 75%
5;37;0.697509199253524;TP = 75%
6;37;9.15790096365192;TP = 75%
7;37;15.3403280014006;TP = 75%
