ro;percent;DaysSaved;tp
3;73;-70.0496974909445;TP = 75%
4;73;-51.5698168217124;TP = 75%
5;73;-39.3115699333029;TP = 75%
6;73;-30.8501121287771;TP = 75%
7;73;-24.66658413954;TP = 75%
8;73;-19.9480901442851;TP = 75%
9;73;-16.2259741965159;TP = 75%
10;73;-13.2120763288146;TP = 75%
11;73;-10.7197044092998;TP = 75%
12;73;-8.62263546228316;TP = 75%
13;73;-6.83246954563941;TP = 75%
14;73;-5.28544098589867;TP = 75%
15;73;-3.93438616208958;TP = 75%
16;73;-2.74366180634289;TP = 75%
17;73;-1.68582293669391;TP = 75%
18;73;-0.739388477753252;TP = 75%
19;73;0.112699441840761;TP = 75%
20;73;0.884161475928579;TP = 75%
1;74;-84.6092655906119;TP = 75%
2;74;-83.6838835414109;TP = 75%
3;74;-71.129008037815;TP = 75%
4;74;-52.6491198139758;TP = 75%
5;74;-40.3908653056869;TP = 75%
6;74;-31.9293998153476;TP = 75%
7;74;-25.7458640736932;TP = 75%
8;74;-21.027362258739;TP = 75%
9;74;-17.3052384233019;TP = 75%
10;74;-14.2913325992697;TP = 75%
11;74;-11.798952654058;TP = 75%
12;74;-9.70187561126617;TP = 75%
13;74;-7.91170152804847;TP = 75%
14;74;-6.36466473020539;TP = 75%
15;74;-5.01360159602721;TP = 75%
16;74;-3.82286885689679;TP = 75%
17;74;-2.76502153009272;TP = 75%
18;74;-1.81857853945884;TP = 75%
19;74;-0.966482012857725;TP = 75%
20;74;-0.195011295663051;TP = 75%
1;75;-85.6869042870122;TP = 75%
2;75;-84.7615151799204;TP = 75%
3;75;-72.2066325603087;TP = 75%
4;75;-53.7267371617673;TP = 75%
5;75;-41.4684754195221;TP = 75%
6;75;-33.0070026353986;TP = 75%
7;75;-26.8234595395508;TP = 75%
8;75;-22.1049503094063;TP = 75%
9;75;-18.3828189971878;TP = 75%
10;75;-15.3689056341818;TP = 75%
11;75;-12.8765180871947;TP = 75%
12;75;-10.7794333792107;TP = 75%
13;75;-8.98925156676094;TP = 75%
14;75;-7.44220697501618;TP = 75%
15;75;-6.09113598162837;TP = 75%
16;75;-4.90039531733558;TP = 75%
17;75;-3.84253999876314;TP = 75%
18;75;-2.8960889490949;TP = 75%
19;75;-2.04398429552442;TP = 75%
20;75;-1.27250538274909;TP = 75%
1;76;-86.76286014581;TP = 75%
2;76;-85.8374643285642;TP = 75%
3;76;-73.2825749459685;TP = 75%
4;76;-54.8026727311252;TP = 75%
5;76;-42.5444041187679;TP = 75%
6;76;-34.0829244102229;TP = 75%
7;76;-27.8993743351408;TP = 75%
8;76;-23.1808580704394;TP = 75%
9;76;-19.4587196678261;TP = 75%
10;76;-16.4447991580666;TP = 75%
11;76;-13.9524044074404;TP = 75%
12;76;-11.8553124383991;TP = 75%
13;76;-10.0651233069352;TP = 75%
14;76;-8.51807133767423;TP = 75%
15;76;-7.16699290771776;TP = 75%
16;76;-5.97624474724648;TP = 75%
17;76;-4.91838187232239;TP = 75%
18;76;-3.97192320555922;TP = 75%
19;76;-3.11981087357438;TP = 75%
20;76;-2.34832422048262;TP = 75%
1;77;-87.8371370850049;TP = 75%
2;77;-86.911734886261;TP = 75%
3;77;-74.3568390741351;TP = 75%
4;77;-55.8769303813057;TP = 75%
5;77;-43.6186552420783;TP = 75%
6;77;-35.1571689573463;TP = 75%
7;77;-28.973612256323;TP = 75%
8;77;-24.2550893154844;TP = 75%
9;77;-20.532944186091;TP = 75%
10;77;-17.5190168984572;TP = 75%
11;77;-15.026615318406;TP = 75%
12;77;-12.9295164679279;TP = 75%
13;77;-11.1393204025493;TP = 75%
14;77;-9.59226144642457;TP = 75%
15;77;-8.24117597617909;TP = 75%
16;77;-7.05042072151222;TP = 75%
17;77;-5.99255069799935;TP = 75%
18;77;-5.04608482776243;TP = 75%
19;77;-4.19396523692177;TP = 75%
20;77;-3.42247126908943;TP = 75%
1;78;-88.9097390116695;TP = 75%
2;78;-87.9843307422128;TP = 75%
3;78;-75.4294288156919;TP = 75%
4;78;-56.9495139644179;TP = 75%
5;78;-44.6912326223234;TP = 75%
6;78;-36.2297400899263;TP = 75%
7;78;-30.0461770960601;TP = 75%
8;78;-25.3276478168173;TP = 75%
9;78;-21.6054963030713;TP = 75%
10;78;-18.5915625847444;TP = 75%
11;78;-16.0991545272649;TP = 75%
12;78;-14.0020491522236;TP = 75%
13;78;-12.2118465147435;TP = 75%
14;78;-10.6647809385713;TP = 75%
15;78;-9.3136887999204;TP = 75%
16;78;-8.12292682807416;TP = 75%
17;78;-7.06505003818781;TP = 75%
18;78;-6.11857735195812;TP = 75%
19;78;-5.26645089507684;TP = 75%
20;78;-4.49495001072184;TP = 75%
1;79;-89.9806698219007;TP = 75%
2;79;-89.0552557757681;TP = 75%
3;79;-76.5003480328365;TP = 75%
4;79;-58.0204273250961;TP = 75%
5;79;-45.7621400861564;TP = 75%
6;79;-37.3006416162087;TP = 75%
7;79;-31.117072643757;TP = 75%
8;79;-26.3985373445607;TP = 75%
9;79;-22.6763797691572;TP = 75%
10;79;-19.6624399471294;TP = 75%
11;79;-17.1700257435629;TP = 75%
12;79;-15.0729141797027;TP = 75%
13;79;-13.282705310322;TP = 75%
14;79;-11.7356334588146;TP = 75%
15;79;-10.3845350010379;TP = 75%
16;79;-9.19376666591529;TP = 75%
17;79;-8.13588346823846;TP = 75%
18;79;-7.18940432933752;TP = 75%
19;79;-6.33727137453333;TP = 75%
20;79;-5.5657639466299;TP = 75%
1;80;-91.0499334007808;TP = 75%
2;80;-90.1245138563022;TP = 75%
3;80;-77.569600578872;TP = 75%
4;80;-59.0896743002015;TP = 75%
5;80;-46.8313814536195;TP = 75%
6;80;-38.3698773390332;TP = 75%
7;80;-32.1863026846604;TP = 75%
8;80;-27.4677616659717;TP = 75%
9;80;-23.7455983332126;TP = 75%
10;80;-20.7316527156718;TP = 75%
11;80;-18.2392326781374;TP = 75%
12;80;-16.1421152415547;TP = 75%
13;80;-14.3519004603944;TP = 75%
14;80;-12.8048226577446;TP = 75%
15;80;-11.4537182091545;TP = 75%
16;80;-10.2629438432358;TP = 75%
17;80;-9.20505457446616;TP = 75%
18;80;-8.25856932385869;TP = 75%
19;80;-7.40643021641355;TP = 75%
20;80;-6.63491659461201;TP = 75%
1;81;-92.1175336223423;TP = 75%
2;81;-91.1921088431073;TP = 75%
3;81;-78.6371902980212;TP = 75%
4;81;-60.157258718553;TP = 75%
5;81;-47.8989605377872;TP = 75%
6;81;-39.4374510553847;TP = 75%
7;81;-33.2538709993142;TP = 75%
8;81;-28.5353245447957;TP = 75%
9;81;-24.8131557418213;TP = 75%
10;81;-21.7992046194245;TP = 75%
11;81;-19.3067790421357;TP = 75%
12;81;-17.20965603064;TP = 75%
13;81;-15.419435639146;TP = 75%
14;81;-13.8723521904772;TP = 75%
15;81;-12.5212420599154;TP = 75%
16;81;-11.3304619758037;TP = 75%
17;81;-10.2725669523471;TP = 75%
18;81;-9.3260759102848;TP = 75%
19;81;-8.47393097434045;TP = 75%
20;81;-7.70241148671542;TP = 75%
1;82;-93.1834743495441;TP = 75%
2;82;-92.2580445852992;TP = 75%
3;82;-79.7031210252598;TP = 75%
4;82;-61.2231844006845;TP = 75%
5;82;-48.964881144445;TP = 75%
6;82;-40.5033665559878;TP = 75%
7;82;-34.319781363066;TP = 75%
8;82;-29.6012297406812;TP = 75%
9;82;-25.8790557386061;TP = 75%
10;82;-22.8650993856523;TP = 75%
11;82;-20.3726685461271;TP = 75%
12;82;-18.2755402404899;TP = 75%
13;82;-16.4853145227219;TP = 75%
14;82;-14.9382257154176;TP = 75%
15;82;-13.5871101936274;TP = 75%
16;82;-12.3963246854612;TP = 75%
17;82;-11.3384242048888;TP = 75%
18;82;-10.3919276724123;TP = 75%
19;82;-9.53977721251584;TP = 75%
20;82;-8.76825216715987;TP = 75%
1;83;-94.2477594342466;TP = 75%
2;83;-93.3223249217313;TP = 75%
3;83;-80.7673965861652;TP = 75%
4;83;-62.2874551586236;TP = 75%
5;83;-50.0291470717938;TP = 75%
6;83;-41.5676276249359;TP = 75%
7;83;-35.3840375456153;TP = 75%
8;83;-30.6654810086443;TP = 75%
9;83;-26.9433020636048;TP = 75%
10;83;-23.9293407391163;TP = 75%
11;83;-21.4369048992919;TP = 75%
12;83;-19.3397715643958;TP = 75%
13;83;-17.5495407882121;TP = 75%
14;83;-16.0024468931364;TP = 75%
15;83;-14.6513262540194;TP = 75%
16;83;-13.4605355987682;TP = 75%
17;83;-12.4026299411501;TP = 75%
18;83;-11.4561282014613;TP = 75%
19;83;-10.6039725039789;TP = 75%
20;83;-9.83244219045511;TP = 75%
1;84;-95.3103927171968;TP = 75%
2;84;-94.3849536809202;TP = 75%
3;84;-81.8300207967803;TP = 75%
4;84;-63.3500747956932;TP = 75%
5;84;-51.0917621101854;TP = 75%
6;84;-42.6302380393554;TP = 75%
7;84;-36.4466433106055;TP = 75%
8;84;-31.7280820985834;TP = 75%
9;84;-28.0058984527057;TP = 75%
10;84;-24.9919324014244;TP = 75%
11;84;-22.4994918086853;TP = 75%
12;84;-20.4023536945824;TP = 75%
13;84;-18.6121181127292;TP = 75%
14;84;-17.0650193853496;TP = 75%
15;84;-15.7138938871198;TP = 75%
16;84;-14.5230983457731;TP = 75%
17;84;-13.4651877748999;TP = 75%
18;84;-12.5186810946188;TP = 75%
19;84;-11.6665204290285;TP = 75%
20;84;-10.8949851197003;TP = 75%
1;85;-96.3713780280161;TP = 75%
2;85;-95.445934680981;TP = 75%
3;85;-82.8909974634935;TP = 75%
4;85;-64.4110471063315;TP = 75%
5;85;-52.1527300418813;TP = 75%
6;85;-43.6912015691013;TP = 75%
7;85;-37.5076024152515;TP = 75%
8;85;-32.7890367548376;TP = 75%
9;85;-29.0668486371319;TP = 75%
10;85;-26.0528780904421;TP = 75%
11;85;-23.5604329785673;TP = 75%
12;85;-21.4632903214552;TP = 75%
13;85;-19.6730501725709;TP = 75%
14;85;-18.1259468539889;TP = 75%
15;85;-16.7748167402356;TP = 75%
16;85;-15.5840165588926;TP = 75%
17;85;-14.5261013233976;TP = 75%
18;85;-13.5795899537161;TP = 75%
19;85;-12.7274245737915;TP = 75%
20;85;-11.9558845250389;TP = 75%
1;86;-97.4307191851922;TP = 75%
2;86;-96.5052717295698;TP = 75%
3;86;-83.9503303829298;TP = 75%
4;86;-65.4703758759294;TP = 75%
5;86;-53.2120546408338;TP = 75%
6;86;-44.7505219764788;TP = 75%
7;86;-38.5669186100016;TP = 75%
8;86;-33.848348715784;TP = 75%
9;86;-30.1261563429733;TP = 75%
10;86;-27.1121815197517;TP = 75%
11;86;-24.6197321097916;TP = 75%
12;86;-22.5225851329132;TP = 75%
13;86;-20.7323406424536;TP = 75%
14;86;-19.1852329603573;TP = 75%
15;86;-17.8340984610213;TP = 75%
16;86;-16.6432938718954;TP = 75%
17;86;-15.5853742062859;TP = 75%
18;86;-14.6388583840245;TP = 75%
19;86;-13.7866885289212;TP = 75%
20;86;-13.0151439822563;TP = 75%
1;87;-98.4884199960754;TP = 75%
2;87;-97.5629686238348;TP = 75%
3;87;-85.0080233418538;TP = 75%
4;87;-66.5280648806849;TP = 75%
5;87;-54.2697396724879;TP = 75%
6;87;-45.8082030159922;TP = 75%
7;87;-39.6245956382285;TP = 75%
8;87;-34.9060217134705;TP = 75%
9;87;-31.1838252907574;TP = 75%
10;87;-28.1698463981627;TP = 75%
11;87;-25.6773928992486;TP = 75%
12;87;-23.580241813725;TP = 75%
13;87;-21.7899931948172;TP = 75%
14;87;-20.2428813643585;TP = 75%
15;87;-18.8917426966325;TP = 75%
16;87;-17.7009339189757;TP = 75%
17;87;-16.64301004458;TP = 75%
18;87;-15.6964899931619;TP = 75%
19;87;-14.8443158884158;TP = 75%
20;87;-14.0727670715051;TP = 75%
1;88;-99.5444842568776;TP = 75%
2;88;-98.6190291503731;TP = 75%
3;88;-86.0640801170837;TP = 75%
4;88;-67.5841178874707;TP = 75%
5;88;-55.3257888936022;TP = 75%
6;88;-46.8642484341158;TP = 75%
7;88;-40.680637235949;TP = 75%
8;88;-35.9620594732823;TP = 75%
9;88;-32.2398591950611;TP = 75%
10;88;-29.2258764292636;TP = 75%
11;88;-26.7334190393574;TP = 75%
12;88;-24.6362640449567;TP = 75%
13;88;-22.8460114991899;TP = 75%
14;88;-21.2988957237933;TP = 75%
15;88;-19.9477530929531;TP = 75%
16;88;-18.7569403339074;TP = 75%
17;88;-17.6990124597489;TP = 75%
18;88;-16.752488390095;TP = 75%
19;88;-15.9003102485391;TP = 75%
20;88;-15.1287573761443;TP = 75%
1;89;-100.598915752676;TP = 75%
2;89;-99.6734570851954;TP = 75%
3;89;-87.1185044754147;TP = 75%
4;89;-68.6385386537154;TP = 75%
5;89;-56.3802060520868;TP = 75%
6;89;-47.9186619690857;TP = 75%
7;89;-41.7350471315694;TP = 75%
8;89;-37.0164657136373;TP = 75%
9;89;-33.2942617641531;TP = 75%
10;89;-30.2802753110132;TP = 75%
11;89;-27.7878142176026;TP = 75%
12;89;-25.6906555034521;TP = 75%
13;89;-23.9003992216072;TP = 75%
14;89;-22.3532796937198;TP = 75%
15;89;-21.0021332938914;TP = 75%
16;89;-19.8113167492749;TP = 75%
17;89;-18.7533850728776;TP = 75%
18;89;-17.8068571842306;TP = 75%
19;89;-16.9546752068408;TP = 75%
20;89;-16.1831184816838;TP = 75%
1;90;-101.651718257416;TP = 75%
2;90;-100.726256193695;TP = 75%
3;90;-88.1713001735512;TP = 75%
4;90;-69.6913309272982;TP = 75%
5;90;-57.4329948868554;TP = 75%
6;90;-48.9714473507112;TP = 75%
7;90;-42.7878290456522;TP = 75%
8;90;-38.0692441457079;TP = 75%
9;90;-34.3470366996712;TP = 75%
10;90;-31.3330467353675;TP = 75%
11;90;-28.8405821161099;TP = 75%
12;90;-26.7434198613574;TP = 75%
13;90;-24.9531600240833;TP = 75%
14;90;-23.4060369258666;TP = 75%
15;90;-22.0548869407353;TP = 75%
16;90;-20.864066795769;TP = 75%
17;90;-19.8061315039007;TP = 75%
18;90;-18.8595999845873;TP = 75%
19;90;-18.0074143612601;TP = 75%
20;90;-17.2358539748196;TP = 75%
1;91;-102.702895533924;TP = 75%
2;91;-101.777430230623;TP = 75%
3;91;-89.2224709580478;TP = 75%
4;91;-70.7424984464518;TP = 75%
5;91;-58.4841591276943;TP = 75%
6;91;-50.0226083002036;TP = 75%
7;91;-43.8389866907059;TP = 75%
8;91;-39.1203984731694;TP = 75%
9;91;-35.3981876963259;TP = 75%
10;91;-32.384194387939;TP = 75%
11;91;-29.8917264112601;TP = 75%
12;91;-27.7945607856859;TP = 75%
13;91;-26.0042975641265;TP = 75%
14;91;-24.4571710680983;TP = 75%
15;91;-23.1060176715658;TP = 75%
16;91;-21.9151941015449;TP = 75%
17;91;-20.8572553709046;TP = 75%
18;91;-19.9107203990368;TP = 75%
19;91;-19.0585313093088;TP = 75%
20;91;-18.2869674425556;TP = 75%
1;92;-103.752451333914;TP = 75%
2;92;-102.826982940069;TP = 75%
3;92;-90.2720205652571;TP = 75%
4;92;-71.7920449396783;TP = 75%
5;92;-59.5337024951413;TP = 75%
6;92;-51.0721485300212;TP = 75%
7;92;-44.8885237709916;TP = 75%
8;92;-40.1699323919683;TP = 75%
9;92;-36.4477184416298;TP = 75%
10;92;-33.4337219476865;TP = 75%
11;92;-30.9412507733357;TP = 75%
12;92;-28.8440819379204;TP = 75%
13;92;-27.0538154942966;TP = 75%
14;92;-25.506685763926;TP = 75%
15;92;-24.1555291207182;TP = 75%
16;92;-22.964702291634;TP = 75%
17;92;-21.9067602894869;TP = 75%
18;92;-20.9602220336135;TP = 75%
19;92;-20.1080296473247;TP = 75%
20;92;-19.3364624713991;TP = 75%
1;93;-104.800389397999;TP = 75%
2;93;-103.874918055444;TP = 75%
3;93;-91.3199527212832;TP = 75%
4;93;-72.8399741256738;TP = 75%
5;93;-60.5816287003787;TP = 75%
6;93;-52.1200717437276;TP = 75%
7;93;-45.9364439823493;TP = 75%
8;93;-41.2178495901131;TP = 75%
9;93;-37.4956326156519;TP = 75%
10;93;-34.4816330866297;TP = 75%
11;93;-31.9891588661977;TP = 75%
12;93;-29.8919869736516;TP = 75%
13;93;-28.1017174618009;TP = 75%
14;93;-26.5545846520598;TP = 75%
15;93;-25.203424918291;TP = 75%
16;93;-24.0125949874074;TP = 75%
17;93;-22.9546498721745;TP = 75%
18;93;-22.0081084918806;TP = 75%
19;93;-21.1559129697886;TP = 75%
20;93;-20.3843426466284;TP = 75%
1;94;-105.846713455714;TP = 75%
2;94;-104.921239299469;TP = 75%
3;94;-92.3662711419446;TP = 75%
4;94;-73.8862897132591;TP = 75%
5;94;-61.627941445136;TP = 75%
6;94;-53.1663816358661;TP = 75%
7;94;-46.9827510120385;TP = 75%
8;94;-42.2641537474831;TP = 75%
9;94;-38.5419338907927;TP = 75%
10;94;-35.5279314695912;TP = 75%
11;94;-33.0354543469902;TP = 75%
12;94;-30.9382795422446;TP = 75%
13;94;-29.1480071081233;TP = 75%
14;94;-27.600871366;TP = 75%
15;94;-26.249708689696;TP = 75%
16;94;-25.0588758060835;TP = 75%
17;94;-24.0009277278864;TP = 75%
18;94;-23.0543833743516;TP = 75%
19;94;-22.2021848687;TP = 75%
20;94;-21.4306115516193;TP = 75%
1;95;-106.891427225521;TP = 75%
2;95;-105.965950384167;TP = 75%
3;95;-93.4109795327392;TP = 75%
4;95;-74.9309954013216;TP = 75%
5;95;-62.6726444216039;TP = 75%
6;95;-54.2110818918435;TP = 75%
7;95;-48.0274485385946;TP = 75%
8;95;-43.3088485356535;TP = 75%
9;95;-39.5866259315783;TP = 75%
10;95;-36.5726207539587;TP = 75%
11;95;-34.0801408658709;TP = 75%
12;95;-31.9829632865354;TP = 75%
13;95;-30.1926880686859;TP = 75%
14;95;-28.6455495336608;TP = 75%
15;95;-27.2943840552464;TP = 75%
16;95;-26.1035483602786;TP = 75%
17;95;-25.0455974614461;TP = 75%
18;95;-24.09905027796;TP = 75%
19;95;-23.2468489330048;TP = 75%
20;95;-22.4752727672325;TP = 75%
1;96;-107.934534414837;TP = 75%
2;96;-107.009055010861;TP = 75%
3;96;-94.4540815888172;TP = 75%
4;96;-75.9740948787619;TP = 75%
5;96;-63.7157413123557;TP = 75%
6;96;-55.2541761878264;TP = 75%
7;96;-49.0705402316985;TP = 75%
8;96;-44.3519376177389;TP = 75%
9;96;-40.6297123944757;TP = 75%
10;96;-37.615704589469;TP = 75%
11;96;-35.1232220657647;TP = 75%
12;96;-33.0260418425536;TP = 75%
13;96;-31.2357639725388;TP = 75%
14;96;-29.6886227770285;TP = 75%
15;96;-28.3374546297782;TP = 75%
16;96;-27.1466162575933;TP = 75%
17;96;-26.0886626731319;TP = 75%
18;96;-25.1421127955735;TP = 75%
19;96;-24.2899087480723;TP = 75%
20;96;-23.5183298712486;TP = 75%
1;97;-108.97603872005;TP = 75%
2;97;-108.050556870167;TP = 75%
3;97;-95.4955809949569;TP = 75%
4;97;-77.0155918244488;TP = 75%
5;97;-64.7572357902785;TP = 75%
6;97;-56.295668190648;TP = 75%
7;97;-50.1120297520575;TP = 75%
8;97;-45.393424648247;TP = 75%
9;97;-41.6711969277201;TP = 75%
10;97;-38.6571866180101;TP = 75%
11;97;-36.1647015821377;TP = 75%
12;97;-34.0675188392674;TP = 75%
13;97;-32.2772384420761;TP = 75%
14;97;-30.7300947118458;TP = 75%
15;97;-29.3789240223059;TP = 75%
16;97;-28.1880831002355;TP = 75%
17;97;-27.1301269582655;TP = 75%
18;97;-26.1835745155495;TP = 75%
19;97;-25.3313678952142;TP = 75%
20;97;-24.5597864378535;TP = 75%
1;98;-110.015943826538;TP = 75%
2;98;-109.090459642003;TP = 75%
3;98;-96.5354814255467;TP = 75%
4;98;-78.0554899071781;TP = 75%
5;98;-65.7971315185111;TP = 75%
6;98;-57.3355615577254;TP = 75%
7;98;-51.1519207512991;TP = 75%
8;98;-46.4333132729508;TP = 75%
9;98;-42.7110831711612;TP = 75%
10;98;-39.6970704734421;TP = 75%
11;98;-37.2045830427913;TP = 75%
12;98;-35.1073978983509;TP = 75%
13;98;-33.317115092776;TP = 75%
14;98;-31.7699689473253;TP = 75%
15;98;-30.4187958357055;TP = 75%
16;98;-29.2279524846732;TP = 75%
17;98;-28.1699939068365;TP = 75%
18;98;-27.2234390213258;TP = 75%
19;98;-26.371229951245;TP = 75%
20;98;-25.5996460371647;TP = 75%
1;99;-111.054253408698;TP = 75%
2;99;-110.128766995586;TP = 75%
3;99;-97.5737865445697;TP = 75%
4;99;-79.0937927856394;TP = 75%
5;99;-66.8354321503897;TP = 75%
6;99;-58.3738599369816;TP = 75%
7;99;-52.1902168718744;TP = 75%
8;99;-47.4716071287673;TP = 75%
9;99;-43.7493747561222;TP = 75%
10;99;-40.7353597814315;TP = 75%
11;99;-38.2428700676741;TP = 75%
12;99;-36.1456826339729;TP = 75%
13;99;-34.3553975329629;TP = 75%
14;99;-32.8082490858839;TP = 75%
15;99;-31.4570736664233;TP = 75%
16;99;-30.2662280013175;TP = 75%
17;99;-29.2082671031554;TP = 75%
18;99;-28.2617098910474;TP = 75%
19;99;-27.4094984880777;TP = 75%
20;99;-26.6379122347972;TP = 75%
1;100;-112.090971129961;TP = 75%
2;100;-111.165482589443;TP = 75%
3;100;-98.6105000055933;TP = 75%
4;100;-80.1305041083861;TP = 75%
5;100;-67.8721413294005;TP = 75%
6;100;-59.4105669667808;TP = 75%
7;100;-53.2269217469703;TP = 75%
8;100;-48.5083098436517;TP = 75%
9;100;-44.7860753052704;TP = 75%
10;100;-41.7720581593027;TP = 75%
11;100;-39.2795662687101;TP = 75%
12;100;-37.1823766525996;TP = 75%
13;100;-35.3920893635896;TP = 75%
14;100;-33.8449387229028;TP = 75%
15;100;-32.49376110421;TP = 75%
16;100;-31.3029132342309;TP = 75%
17;100;-30.2449501255372;TP = 75%
18;100;-29.2983906972224;TP = 75%
19;100;-28.4461770723539;TP = 75%
20;100;-27.6745885914652;TP = 75%
1;1;-0.60809015119564;TP = 85%
2;1;0.0475501731818107;TP = 85%
3;1;9.10422354316495;TP = 85%
4;1;10.7766347729037;TP = 85%
5;1;7.54266900381401;TP = 85%
6;1;5.08243665343543;TP = 85%
7;1;3.2429785530591;TP = 85%
8;1;1.82752473989052;TP = 85%
9;1;0.708034208048787;TP = 85%
10;1;-0.198347069055032;TP = 85%
11;1;-0.94673385835469;TP = 85%
12;1;-1.57495526737236;TP = 85%
13;1;-2.10974639158498;TP = 85%
14;1;-2.5705000778991;TP = 85%
15;1;-2.97160896791917;TP = 85%
16;1;-3.32397162844174;TP = 85%
17;1;-3.63598828578063;TP = 85%
18;1;-3.91423588334918;TP = 85%
19;1;-4.16393622566795;TP = 85%
20;1;-4.38928732106513;TP = 85%
1;2;-1.23263979719526;TP = 85%
2;2;-0.42880672917724;TP = 85%
3;2;11.3978322327047;TP = 85%
4;2;22.5183482572182;TP = 85%
5;2;18.1058055831391;TP = 85%
6;2;13.0729282018995;TP = 85%
7;2;9.20516527399273;TP = 85%
8;2;6.20206048103228;TP = 85%
9;2;3.81648344384441;TP = 85%
10;2;1.88033314760241;TP = 85%
11;2;0.279341392394542;TP = 85%
12;2;-1.065826443357;TP = 85%
13;2;-2.21162347577192;TP = 85%
14;2;-3.19918031798703;TP = 85%
15;2;-4.05911478314408;TP = 85%
16;2;-4.8146615256815;TP = 85%
17;2;-5.48375729953281;TP = 85%
18;2;-6.08046237654084;TP = 85%
19;2;-6.61595019552814;TP = 85%
20;2;-7.09920990296725;TP = 85%
1;3;-1.86412801041135;TP = 85%
2;3;-1.00964001306507;TP = 85%
3;3;11.3194692908965;TP = 85%
4;3;28.2009526346549;TP = 85%
5;3;30.3473106782582;TP = 85%
6;3;23.6467754041729;TP = 85%
7;3;17.6774825321019;TP = 85%
8;3;12.9521637887534;TP = 85%
9;3;9.16921737833753;TP = 85%
10;3;6.08645938731584;TP = 85%
11;3;3.53128594000471;TP = 85%
12;3;1.3812057571629;TP = 85%
13;3;-0.451999041878182;TP = 85%
14;3;-2.03307636971383;TP = 85%
15;3;-3.41045819148648;TP = 85%
16;3;-4.62102081787721;TP = 85%
17;3;-5.69330091664855;TP = 85%
18;3;-6.64970801915774;TP = 85%
19;3;-7.50807494682383;TP = 85%
20;3;-8.28276364424296;TP = 85%
1;4;-2.49904799674481;TP = 85%
2;4;-1.62108584129425;TP = 85%
3;4;10.8282765735275;TP = 85%
4;4;28.9246588736471;TP = 85%
5;4;38.5352471046143;TP = 85%
6;4;35.8918879265734;TP = 85%
7;4;28.3800029020947;TP = 85%
8;4;21.8974406441279;TP = 85%
9;4;16.6223561557536;TP = 85%
10;4;12.2923735514361;TP = 85%
11;4;8.68915241571484;TP = 85%
12;4;5.64988632176303;TP = 85%
13;4;3.05451373453508;TP = 85%
14;4;0.813739792880583;TP = 85%
15;4;-1.13977831449485;TP = 85%
16;4;-2.8575951119149;TP = 85%
17;4;-4.37975765977782;TP = 85%
18;4;-5.73780126291282;TP = 85%
19;4;-6.95687259859211;TP = 85%
20;4;-8.05725603950025;TP = 85%
1;5;-3.13582243351529;TP = 85%
2;5;-2.24480019982604;TP = 85%
3;5;10.2477519628214;TP = 85%
4;5;28.5813984978873;TP = 85%
5;5;40.2741644346959;TP = 85%
6;5;45.3008765705204;TP = 85%
7;5;40.5563813173098;TP = 85%
8;5;32.7803381608349;TP = 85%
9;5;26.0132264583149;TP = 85%
10;5;20.3727522855271;TP = 85%
11;5;15.6452399062589;TP = 85%
12;5;11.6414816404577;TP = 85%
13;5;8.21389795758175;TP = 85%
14;5;5.24971312574768;TP = 85%
15;5;2.66256928674147;TP = 85%
16;5;0.385726280750291;TP = 85%
17;5;-1.63298627360787;TP = 85%
18;5;-3.43483159067419;TP = 85%
19;5;-5.05281916458453;TP = 85%
20;5;-6.51364001406596;TP = 85%
1;6;-3.77363971231211;TP = 85%
2;6;-2.87448080236563;TP = 85%
3;6;9.63857254237928;TP = 85%
4;6;28.0414149765426;TP = 85%
5;6;40.114303032542;TP = 85%
6;6;47.8642278402284;TP = 85%
7;6;50.3249208150246;TP = 85%
8;6;44.8754402621372;TP = 85%
9;6;37.089493606412;TP = 85%
10;6;30.173536018956;TP = 85%
11;6;24.2855432515458;TP = 85%
12;6;19.2616565516136;TP = 85%
13;6;14.942286726668;TP = 85%
14;6;11.1968073267322;TP = 85%
15;6;7.92185475975094;TP = 85%
16;6;5.03606748130269;TP = 85%
17;6;2.47512088346944;TP = 85%
18;6;0.187755171938988;TP = 85%
19;6;-1.86725160479473;TP = 85%
20;6;-3.72335809457874;TP = 85%
1;7;-4.41204080943886;TP = 85%
2;7;-3.50741282660078;TP = 85%
3;7;9.01715248398728;TP = 85%
4;7;27.4486763779928;TP = 85%
5;7;39.6177845293455;TP = 85%
6;7;47.8662305250894;TP = 85%
7;7;53.277557045134;TP = 85%
8;7;54.4565501157278;TP = 85%
9;7;49.0659164891662;TP = 85%
10;7;41.4304275798336;TP = 85%
11;7;34.4560691603921;TP = 85%
12;7;28.4013828049911;TP = 85%
13;7;23.1532594128271;TP = 85%
14;7;18.5809815441913;TP = 85%
15;7;14.5711847334582;TP = 85%
16;7;11.0307903442356;TP = 85%
17;7;7.88448793877593;TP = 85%
18;7;5.07141079870449;TP = 85%
19;7;2.5421562705757;TP = 85%
20;7;0.256367819444918;TP = 85%
1;8;-5.05074731976306;TP = 85%
2;8;-4.14223780166307;TP = 85%
3;8;8.38951970621694;TP = 85%
4;8;26.8358323403987;TP = 85%
5;8;39.0409586079302;TP = 85%
6;8;47.4059406179891;TP = 85%
7;8;53.3668968399335;TP = 85%
8;8;57.3464297142771;TP = 85%
9;8;58.0356715470937;TP = 85%
